Conlon Nancarrow,292
Tomaso Albinoni,291
Luigi Rossi,291
Nicolas Lebègue,288
Alexandre Mossolov,288
Daniel Bacheler,288
Guillaume Apollinaire,288
M,288
Friedrich Hollaender,288
Andreas de Florentia,288
Alfredo Casella,288
Einojuhani Rautavaara,288
Paul Shaul Ben Haim,288
Li Bai,288
Marc-André Dalbavie,288
Max Bruch,288
Marco Cara,288
Thomas Corneille,288
Jean-Baptiste Davaux,280
Pierre Phalèse,280
Noël Gallon,279
Arthur H,279
Ivan Fedele,276
Alain Louvier,276
Giovanni Paisiello,276
Johannes Schenck,273
Leo Brouwer,272
Louis-Joseph Francoeur,272
John Tavener,272
Jörg Widmann,270
Ambroise Thomas,270
Jimi Hendrix,270
Emmerich Kálmán,270
Emmanuel Nuñes,270
Paul Hofhaimer,270
Engelbert Humperdinck,270
António Carlos Jobim,270
Battista Guarini,264
Eugène Ysaÿe,264
George Benjamin,264
Matthias Pintscher,264
Bernard Cavanna,264
Pietro Antonio Locatelli,264
Frederick Delius,264
Juan del Vado,264
Conradin Kreutzer,264
Gace Brulé,260
Pérotin,260
Louise de Vilmorin,260
Harold Arlen,260
François Behr,258
Charles Aznavour,256
Franchino Gafori,256
Reynaldo Hahn,256
Georges Bull,256
Lorenzo da Firenze,252
Friedrich von Flotow,252
André Messager,252
Turlogh Carolan,252
Paul Dukas,252
Lili Boulanger,252
Francisco Asenjo Barbieri,252
Hildegarde,252
Heinrich Isaac,252
Madame,250
Gautier de Coincy,250
Étienne-Nicolas Méhul,248
Herbert Howells,248
Salamone Rossi,248
Johann Heinrich Schmelzer,246
Joaquín Turina,246
Audefroi le Bâtard,245
Giovanni Bassano,244
Rejngolʹd Moricevič Glièr,243
Jean-Baptiste Forqueray,240
Franz Anton Dimler,240
Isaac de Benserade,240
Urbain,240
Philippe Schoeller,240
Antonio Capuzzi,240
Adrian Willaert,240
Mikis Theodorakis,240
Nikolaï Andreevitch Roslavets,240
Stanislas Champein,238
Martin Matalon,234
Cristóbal Galán,234
Camenae monasterii Sancti Georgii Herciniae Silvae,234
Terry Riley,234
Thomas Adès,234
Joan Cererols,234
Romain Rolland,234
Pietro Mascagni,234
Germán A. Beigbeder,228
Enguerrand-Friedrich Lühl,228
Sergej Sergeevič Prokofʹev,226
Apostolo Zeno,225
Fulbert of Chartres,225
Paul Claudel,224
Sergueï Prokofiev,224
John Sheppard,222
Andrea Falconieri,222
George Crumb,222
Ernő Dohnányi,222
Antonio Soler,221
William Lawes,220
Georg Friedrich Haas,216
Jean-Henri-Ferdinand Lamartelière,216
Franz Schreker,216
Giuseppe Tartini,216
Alessandro Stradella,214
Jean Françaix,212
Mark Andre,210
Ivan Wyschnegradsky,210
Luigi Dallapiccola,210
Raoul Moretti,208
Bertran von Born,208
Azzolino Bernardino Della Ciaia,208
Joseph Martin Kraus,204
Jean-Joseph Cassanéa de Mondonville,204
Václav Jan Tomášek,204
Maurice Duruflé,204
Pierre Danican Philidor,200
Gautier d'Épinal,200
Conon de Béthune,200
Zdenĕk Fibich,200
Guglielmo of Pesaro,200
Louis de Cahusac,200
Alberto Hemsi,198
Alexandre Scriabine,198
Joachim Van den Hove,198
Francesco Gasparini,194
Georg Friedrich Haendel,194
Jehan Alain,194
Gioacchino Rossini,194
John Zorn,192
Mordehai Gebirtig,192
Marcin Mielczewski,192
Marc Monnet,192
Michel Legrand,192
M. de,192
Hyacinthe Jadin,192
Emilio Pujol,192
Jacques Gallot,192
Philippe Boesmans,192
Stephen Sondheim,192
Brasílio Itiberê,189
Bernart von Ventadorn,189
György Kurtág,188
Georges Auric,188
Vinko Globokar,186
Ivor Gurney,186
Leopold Mozart,186
Antoine de Févin,184
Gioseffo Zarlino,184
Marguerite Monnot,184
Pietro Alessandro Guglielmi,183
Mel Bonis,182
Billy Strayhorn,180
Charles-Simon Catel,180
Koko,180
Georges Garvarentz,180
Alexandre Duval,180
Charles Trenet,180
Carl Orff,180
Michèle Reverdy,180
Jaquemin de Senleches,180
Friedrich Cerha,180
Louis Anseaume,180
Carlos Chávez,180
Thierry Pécou,176
Marcos António Portugal,176
Georges Balanchine,176
Francisco Courcelle,176
André Philidor,176
Évariste Désiré de Forges Parny,176
Pierre Tabart,176
Haton,175
Joseph Lanner,174
Michael Daugherty,172
Isabella Leonarda,171
Jean-Féry Rebel,168
Heinrich Wilhelm Ernst,168
Heinrich Heine,168
Henryk Mikołaj Górecki,168
Henri Tomasi,168
Jean Guyot de Châtelet,168
Jean Langlais,165
Johannes Walter,165
Gabriel Pierné,164
John Blow,162
Dieter Schnebel,162
Michel Lermontoff,162
Josef Rheinberger,162
Aleksandr Nikolaevič Skrâbin,162
Frédéric Durieux,162
Viktor Ullmann,162
Joseph Rheinberger,162
Esa-Pekka Salonen,162
Hélène de Montgeroult,162
Ernest MacMillan,160
Bernardo Sabadini,160
Isang Yun,160
Paolo de Angelis,160
Antonio de Cabezón,160
Jean Cigogne,160
Fawzi,160
André Boucourechliev,156
Sigfrid Karg-Elert,156
Mathilde von Kralik,156
Johann Christoph Bach,156
John Lennon,156
Francesco Maria Veracini,156
Thomas Tomkins,156
Hugo von Hofmannsthal,156
Matteo Ricci,154
Léo Delibes,154
Andrea Gabrieli,154
Pierre Attaignant,153
Hermann von Salzburg,153
Philippe Fénelon,152
Sébastien de Brossard,152
Louis de Caix d'Hervelois,152
Louis Andriessen,152
Henry Lawes,152
Manuel Rosenthal,152
Marcel Khalife,150
Aribert Reimann,150
Aimeric de Peguilhan,150
Karl Amadeus Hartmann,150
Nicola Fago,150
Thomas Fersen,150
Alexandre Croisez,149
Geminiano Giacomelli,148
François Giroust,147
Jan Pieterszoon Sweelinck,147
Claude Le Jeune,146
Wigbert,144
Cristóbal Halffter,144
Balthazar de Beaujoyeulx,144
John Adams,144
Harry Warren,144
Hans Neusidler,144
Jules,144
Rodolphe Berger,144
Ernest Reyer,144
Giacomo Antonio Perti,144
Sergueï Barkhoudarian,144
George Onslow,144
Uc de Saint-Sixt,144
José Soler,144
Luca Francesconi,144
Yann Robin,144
Barnabé Farmian Durosoy,144
Giulio Segni,144
Othmar Schoeck,141
Michel de La Barre,140
Jean-Baptiste de Bousset,140
Antonio Salieri,140
Leopold Godowsky,140
Ludovic Halévy,140
Franz Lehár,140
Nicolas Vallet,140
Jean-Joseph de Mondonville,140
Karl Goldmark,138
Olivier Greif,138
Manuel Blancafort,138
Nicola Conforto,138
Christian Sinding,138
Anthony Girard,138
Jean-Baptiste Arban,137
Claude Balbastre,136
Alexis Lvoff,135
Carl Luython,135
Marco-Antonio Perez-Ramirez,135
Jean-Pantaléon Leclerc,135
Nicolas Saboly,135
Josef Suk,135
Giovanni Battista Costanzi,135
Nikolaj Nikolaevič Čerepnin,135
Arthur Vincent Lourié,135
Johann Joseph Fux,134
Edouard Chavagnat,134
Jacques Castérède,134
Toshio Hosokawa,132
Carl Stamitz,132
Louis Jadin,132
Stefano Gervasoni,132
Frank Martin,132
Bartolomé de Selma y Salaverde,132
Ephrem Iosifovich Podgaits,132
Jule Styne,132
Thelonious Monk,132
McCoy Tyner,130
Cécile Chaminade,129
Miles Davis,128
Akira Nishimura,128
Jaufré Rudel,128
Richard Rodney Bennett,128
Pierre de Bréville,128
Alexander Agricola,128
Adolphe d' Ennery,128
Robert Desnos,128
Johannes Ockeghem,128
Blas María Colomer,127
Vincent Malone,126
Amilcare Ponchielli,126
M,126
Hayne van Ghizeghem,126
L,126
Paschal de L'Estocart,126
Alexandros Markeas,126
Marianne von Martínez,126
Andrea Antico,126
François-Adrien Boïeldieu,126
Jesús Guridi,126
Johannes de Stokem,125
Bernard,125
Jimmy McHugh,125
D,125
Alexandre Guilmant,124
Gian Francesco Malipiero,124
Pierre Cochereau,124
Mario Castelnuovo-Tedesco,122
Witold Lutosławski,122
Jean-Michel Damase,121
Unico Wilhelm van Wassenaer,120
Pierre de Blois,120
Franz Tuma,120
André Gide,120
Amy Beach,120
Thomas Augustine Arne,120
Johann Hermann Schein,120
Jacob Van Eyck,120
Nicolas Dôthel,120
Louis James Alfred Lefébure-Wely,120
Johannes Schöllhorn,120
Franc-Nohain,120
Arthur Rimbaud,120
Alberto Da Ripa,120
Ichiro Nodaira,120
Arnold Bax,118
Gace Brulé,118
Theobald Boehm,117
Jacob Gade,117
Paolo Tosti,117
Camargo Guarnieri,116
Louis Ganne,116
Pietro Paolo Bencini,116
Pascal Zavaro,116
Gervais-François Couperin,116
Gerald Finzi,116
Oliver Knussen,114
Gilles Binchois,114
Michel Fokine,114
Silvestre Revueltas,114
Fausto Romitelli,114
Giovanni Paolo Paladino,114
Richard Dubugnon,114
Jenő Hubay,114
Arthur Lourié,112
Gaspar Cassadó,112
Giorgio Mainerio,112
Reinhard Keiser,112
Michel Berger,112
Bartolino da Padova,112
Maurice Jaubert,112
Frédéric Binet,112
Johann Christoph Pezel,112
Thomas Campion,112
Mike Brant,112
Olga Neuwirth,112
Nikolaï Nikolaevitch Karetnikov,110
Francisco Guerrero,110
M,110
Marie-Joseph de Chénier,110
Déodat de Séverac,110
Friedrich Hölderlin,110
Franz Danzi,108
Jean-Nicolas Bouilly,108
Henry Cowell,108
Giuseppe Luigi Balloco,108
Manuel Blasco de Nebra,108
Pierre d'Amiens,108
Ahmed Essyad,108
Śrīnivāsanāyaka,108
Serge Eisenstein,108
Tomás Garbizu,108
James Dillon,108
Kryštof Mařatka,108
Giovanna Marini,108
Erkki-Sven Tüür,108
Dynam-Victor Fumet,108
Walter Frye,108
Johann Pachelbel,107
Albert Corbin,106
Charles Tournemire,106
Jean-Antoine de Baïf,105
Cristóbal de Morales,105
Joaquín Rodrigo,105
Paolo Rolli,105
Adam Václav Michna z Otradovic,105
Pierre-Alexandre Monsigny,104
Maurizio Cazzati,104
François Francoeur,104
Pauline Viardot,104
Ildebrando Pizzetti,104
Pedro de Cristo,104
Antoine Forqueray,104
Martin Peerson,102
Franck Bedrossian,102
Francesco Cilea,102
Sándor Veress,102
Gaspar Sanz,102
David Lang,102
José Ramón Encinar,102
Antonio Caldara,102
Alexandre Rabinovitch-Barakovsky,100
Guillaume d'Amiens,100
Andrej Âkovlevič Èšpaj,100
Arno Babajanian,100
John Blackwood McEwen,100
Kenneth Hesketh,100
Francesco Saverio Giay,100
Jean-Luc Darbellay,100
Giorgio Battistelli,100
François d'Assise,100
Dror Elimelech Feiler,100
Gerónimo Giménez,100
Percy Grainger,100
Petrus Alamire,99
Martin Luther,99
Rainer Maria Rilke,99
John Philip Sousa,99
Stéphane Grappelli,99
Giovanni Lorenzo Lulier,99
John Corigliano,99
Alonso Lobo,99
M,98
Le Tasse,98
Antony Holborne,98
Johann Jacob Froberger,97
Esteban Salas,97
Carl Heinrich Graun,97
Wacław Szamotulski,96
Suk-Hi Kang,96
Giovanni Chinzer,96
Johann Joachim Quantz,96
Lou Reed,96
Johann Wenzel Stich,96
André-Joseph Exaudet,96
Amadeo Vives,96
Andreas de Silva,96
Fabrizio Dentice,96
Salif Keita,96
Richard Dering,96
Pablo Sorozábal,96
Boris Blacher,96
Auguste Bosc,96
Yan Maresz,96
Ricardo Castro,96
Marc Burty,96
Jacques Higelin,96
Jennifer Helen McLeod,96
Pierre Gaveaux,96
Jean Bodel,96
Krzysztof Meyer,96
Nicola Francesco Haym,95
Bernard Herrmann,94
Franz Doppler,93
Félicien David,93
Nicolas Dalayrac,93
Georges Auvray,93
Pascal Proust,92
Christian Lauba,92
Friedrich Burgmüller,92
Henri Cramer,92
Joseph de Boismortier,92
Henri Pousseur,91
Sofiâ Asgatovna Gubajdulina,91
Guillaume Gabriel Nivers,91
Régis Campo,91
Claude Vivier,90
Leopoldo de Villati,90
Otto Nicolai,90
Jacopo Peri,90
François-Louis Gand Le Bland Du Roullet,90
Auguste-Étienne-Xavier Poisson de La Chabeaussière,90
David Del Tredici,90
Ondrej Adamek,90
Pierre Codini,90
Adrien Le Roy,90
Antoine Danchet,90
Jean Lhéritier,90
Luis Naón,90
Alfredo Barbirolli,89
Agathe Backer-Grøndahl,88
Aimé Le Borne,88
François Narboni,88
Christopher Tye,88
Alexandre Piccinni,88
Josef Gung'l,88
Marius Carman,88
Giovanni Legrenzi,88
Giuseppe Giordani,88
Claude Barthélemy,88
Orazio Benevoli,88
Arturo Márquez,88
Christophe,88
Giovanni-Battista Viotti,87
Paul Méfano,86
Adolphe David,86
Édouard Broustet,85
Charles Bochsa,84
Unsuk Chin,84
Étienne Morel de Chédeville,84
Jean Barraqué,84
Nacio Herb Brown,84
Julie Candeille,84
Mario Faivre,84
Sixt Dietrich,84
Henri Rabaud,84
Friedrich Nietzsche,84
Nina Hagen,84
Benjamin Franklin,84
Arnaut d'Aniel,84
Florentine Mulsant,84
Ervín Schulhoff,84
Georges Bernard,83
Niccolò Castiglioni,83
Jacques Chailley,82
Xavier Montsalvatge,82
Edouard Cazaneuve,82
Arthur Sullivan,82
Zad Moultaka,81
